DataYear,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,Latitude,Longitude,City,State,YearsENERGYSTARCertified,SiteEnergyUse(kBtu),SiteEnergyUse(kBtu)_log1p,PropertyGFATotal_log1p
2016,NonResidential,Small- and Mid-Sized Office,2001,1.0,5,33740,27730,6010,"Office, Parking, Retail Store",Office,15908.0,Retail Store,8762.0,Parking,1500.0,47.65114,-122.34954,Seattle,WA,,1291405.25,14.071242298871637,10.426468994072131
2016,NonResidential,Retail Store,1911,1.0,2,20516,20516,0,"Hotel, Retail Store",Retail Store,10155.0,Hotel,8000.0,,,47.65115,-122.35024,Seattle,WA,,1021796.625,13.83707401154652,9.929009089766206
2016,NonResidential,Retail Store,1906,1.0,3,27480,27480,0,"Office, Retail Store",Retail Store,22218.0,Office,8668.0,,,47.65019,-122.35013,Seattle,WA,,1215156.25,14.010384050250552,10.221250135776074
2016,NonResidential,Mixed Use Property,1947,1.0,1,46958,46958,0,"Bank Branch, Bar/Nightclub, Office, Parking",Office,40313.0,Parking,33976.0,Bar/Nightclub,4579.0,47.65061,-122.35159,Seattle,WA,,1818867.875,14.413725368590756,10.757030159556331
2016,NonResidential,Distribution Center,1984,1.0,1,26532,26532,0,Distribution Center,Distribution Center,26532.0,,,,,47.65214,-122.356,Seattle,WA,,1934224.25,14.475217416672605,10.186144520271382
2016,NonResidential,Small- and Mid-Sized Office,1981,1.0,2,22388,22388,0,"Multifamily Housing, Office",Office,19600.0,Multifamily Housing,2788.0,,,47.65186,-122.35531,Seattle,WA,,576405.125,13.264567769352226,10.016325045799498
2016,NonResidential,Other,1969,1.0,1,30730,30730,0,Other,Other,30730.0,,,,,47.65138,-122.35565,Seattle,WA,,3050455.25,14.930801727560036,10.333027196085467
2016,NonResidential,Small- and Mid-Sized Office,1986,1.0,2,35600,35600,0,"Office, Parking",Office,36839.0,Parking,0.0,,,47.65297,-122.35839,Seattle,WA,,2173143.75,14.591685869997471,10.480129006333248
2016,NonResidential,Worship Facility,1949,1.0,3,62000,62000,0,"Other, Worship Facility",Worship Facility,57200.0,Other,5000.0,,,47.64905,-122.36055,Seattle,WA,,1799664.125,14.403111163891827,11.034905792929417
2016,NonResidential,Small- and Mid-Sized Office,1981,1.0,2,23600,23600,0,Office,Office,23600.0,,,,,47.64805,-122.35534,Seattle,WA,,776248.6875,13.562229509653257,10.069044362997351
2016,NonResidential,Small- and Mid-Sized Office,1986,1.0,3,40067,40067,0,Office,Office,40067.0,,,,,47.64976,-122.35684,Seattle,WA,,2303732.75,14.650041734224526,10.598333289731654
2016,NonResidential,Small- and Mid-Sized Office,1989,1.0,3,26419,19497,6922,Office,Office,26419.0,,,,,47.64976,-122.35684,Seattle,WA,,1074989.0,13.887821917175051,10.181876578076317
2016,NonResidential,Small- and Mid-Sized Office,1979,1.0,3,25262,25262,0,Office,Office,25262.0,,,,,47.64976,-122.35684,Seattle,WA,,1469556.25,14.200471722911768,10.1370961536981
2016,NonResidential,Other,1996,0.0,3,53103,53103,0,Other,Other,38723.0,,,,,47.64975,-122.35289,Seattle,WA,,4877959.0,15.40023765764238,10.880007533959756
2016,NonResidential,Small- and Mid-Sized Office,1980,1.0,3,34106,34106,0,Office,Office,32739.0,,,,,47.64901,-122.35516,Seattle,WA,,1619177.125,14.297429248226122,10.437257920797215
2016,NonResidential,Small- and Mid-Sized Office,1980,1.0,3,34545,34545,0,Office,Office,34545.0,,,,,47.64934,-122.35592,Seattle,WA,,2313978.75,14.654479435617088,10.45004704825323
2016,NonResidential,Small- and Mid-Sized Office,1980,1.0,3,70296,70296,0,Office,Office,70296.0,,,,,47.64865,-122.35435,Seattle,WA,,2782066.5,14.838704914291238,11.160484402634983
2016,NonResidential,Small- and Mid-Sized Office,1902,1.0,4,27838,27838,0,Office,Office,27838.0,,,,,47.59979,-122.33339,Seattle,WA,,1217509.125,14.012318450126068,10.234193194263003
2016,NonResidential,Distribution Center,1971,2.0,2,28368,28368,0,"Distribution Center, Office",Distribution Center,35300.0,Office,9408.0,,,47.55105,-122.34695,Seattle,WA,,1856230.625,14.434058982494252,10.253052278679716
2016,NonResidential,Other,1964,1.0,2,92080,92080,0,Other,Other,92129.0,,,,,47.72471,-122.3412,Seattle,WA,,5155090.5,15.45549542503319,11.430423903458427
2016,NonResidential,Other,1961,1.0,1,20236,20236,0,Other - Recreation,Other - Recreation,20236.0,,,,,47.72288,-122.34065,Seattle,WA,,1965182.25,14.49109605593479,9.91526789107166
2016,NonResidential,Small- and Mid-Sized Office,1951,1.0,2,39815,39815,0,"Non-Refrigerated Warehouse, Office",Office,27118.0,Non-Refrigerated Warehouse,12697.0,,,47.72004,-122.34418,Seattle,WA,,2050600.75,14.533643844626525,10.59202412053839
2016,Nonresidential COS,Other,1970,1.0,4,25557,25557,0,Residential Care Facility,Residential Care Facility,25557.0,,,,,47.72299,-122.34293,Seattle,WA,,2280352.5,14.639841032772216,10.148705658168648
2016,Nonresidential COS,Other,1958,1.0,2,26994,26994,0,"Office, Other - Services",Other - Services,16243.0,Office,10751.0,,,47.72134,-122.34102,Seattle,WA,,3076813.25,14.939405285241184,10.203406942652387
2016,NonResidential,Warehouse,1972,1.0,1,48112,48112,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,48112.0,,,,,47.72183,-122.34328,Seattle,WA,,1485945.875,14.211562753284309,10.781307689847692
2016,NonResidential,Other,2009,1.0,1,20909,20909,0,"Other - Public Services, Parking",Other - Public Services,19050.0,Parking,0.0,,,47.72065,-122.34318,Seattle,WA,,1208029.25,14.004501698554096,9.94798279242268
2016,NonResidential,Small- and Mid-Sized Office,2001,1.0,2,42793,26275,16518,"Office, Parking",Office,26275.0,Parking,16518.0,,,47.73387,-122.34722,Seattle,WA,,1772188.5,14.387726345738605,10.664153184826896
2016,NonResidential,Other,2007,1.0,2,45000,45000,0,Other - Recreation,Other - Recreation,45000.0,,,,,47.72644,-122.34338,Seattle,WA,,5912066.0,15.592506074428233,10.714439990727769
2016,NonResidential,Retail Store,1998,1.0,1,26115,26115,0,Retail Store,Retail Store,26115.0,,,,,47.72337,-122.34373,Seattle,WA,,1689372.625,14.339868382102049,10.170303432306524
2016,NonResidential,Worship Facility,1949,1.0,1,26033,26033,0,"Parking, Worship Facility",Worship Facility,30044.0,Parking,0.0,,,47.6702,-122.32066,Seattle,WA,,1149140.25,13.954525482260458,10.167158655026403
2016,NonResidential,K-12 School,2007,1.0,4,48660,48660,0,K-12 School,K-12 School,49468.0,,,,,47.64344,-122.3509,Seattle,WA,,1881516.125,14.447588990754705,10.792633166886729
2016,NonResidential,Senior Care Community,1970,1.0,2,46539,46539,0,Senior Care Community,Senior Care Community,46539.0,,,,,47.6441,-122.34795,Seattle,WA,,5400049.5,15.501918863342626,10.748067436856283
2016,NonResidential,Residence Hall,1909,1.0,4,29796,29796,0,Residence Hall/Dormitory,Residence Hall/Dormitory,29796.0,,,,,47.61283,-122.34392,Seattle,WA,,2233262.0,14.61897430265987,10.302162996284876
2016,NonResidential,Retail Store,1920,1.0,2,26400,26400,0,"Office, Parking, Retail Store",Retail Store,14428.0,Office,7200.0,Parking,2788.0,47.6123,-122.34395,Seattle,WA,,983595.875,13.798971412214614,10.181157167204905
2016,NonResidential,Small- and Mid-Sized Office,1918,1.0,3,38148,38148,0,"Office, Retail Store",Office,37853.0,Retail Store,12495.0,,,47.61185,-122.3434,Seattle,WA,,1262255.75,14.048411748300447,10.549254824049264
2016,NonResidential,Mixed Use Property,1928,1.0,2,28800,28800,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,14400.0,Office,14400.0,,,47.62231,-122.34145,Seattle,WA,,456953.0,13.032338008354998,10.268165387743457
2016,NonResidential,Worship Facility,1955,1.0,5,31945,31945,0,"Parking, Worship Facility",Worship Facility,31945.0,Parking,0.0,,,47.62232,-122.36101,Seattle,WA,,1806468.0,14.406884669167956,10.371802256349902
2016,NonResidential,Small- and Mid-Sized Office,1985,1.0,5,85963,52908,33055,"Office, Parking",Office,52908.0,Parking,33055.0,,,47.6189,-122.35713,Seattle,WA,,4480961.0,15.315348313482378,11.361683882945096
2016,NonResidential,Retail Store,1900,1.0,4,34680,34680,0,Retail Store,Retail Store,34680.0,,,,,47.60683,-122.33771,Seattle,WA,,1169948.875,13.972471463975856,10.453947265542192
2016,NonResidential,Worship Facility,1968,1.0,3,75058,40548,34510,Worship Facility,Worship Facility,75058.0,,,,,47.60867,-122.33265,Seattle,WA,,5587347.0,15.536015313954518,11.226029749925072
2016,NonResidential,Retail Store,1915,1.0,1,36504,36504,0,Retail Store,Retail Store,16200.0,,,,,47.61103,-122.33549,Seattle,WA,,2100982.75,14.557916245385044,10.505204516490188
2016,NonResidential,Small- and Mid-Sized Office,1907,1.0,6,35200,35200,0,Office,Office,35200.0,,,,,47.61091,-122.33667,Seattle,WA,,2998208.25,14.913525751740035,10.468829770273569
2016,NonResidential,Small- and Mid-Sized Office,1907,1.0,5,35840,35840,0,Office,Office,35840.0,,,,,47.60961,-122.33566,Seattle,WA,,1538750.625,14.246482012532232,10.486847768485331
2016,NonResidential,Other,1941,1.0,2,25920,25920,0,Bank Branch,Bank Branch,23230.0,,,,,47.60985,-122.33527,Seattle,WA,,1333432.125,14.1032674713654,10.162808729968926
2016,NonResidential,Small- and Mid-Sized Office,1928,1.0,4,30525,30525,0,"Office, Retail Store",Office,15609.0,Retail Store,6104.0,,,47.60952,-122.33558,Seattle,WA,,2883139.0,14.874390535968743,10.326334058475068
2016,NonResidential,Other,1964,1.0,4,49243,49243,0,Other/Specialty Hospital,Other/Specialty Hospital,52284.0,,,,,47.61186,-122.32857,Seattle,WA,,8476183.0,15.9527709064877,10.804542811767506
2016,NonResidential,Other,1912,0.0,3,20411,20411,0,Social/Meeting Hall,Social/Meeting Hall,20411.0,,,,,47.6097,-122.325,Seattle,WA,,2014475.875,14.515870104272397,9.923878242183862
2016,NonResidential,Medical Office,1962,1.0,2,30855,20570,10285,Medical Office,Medical Office,21571.0,,,,,47.61065,-122.32125,Seattle,WA,,2946756.25,14.89621588642345,10.337086499888064
2016,NonResidential,Small- and Mid-Sized Office,1910,1.0,3,73549,73549,0,"Office, Worship Facility",Office,41632.0,Worship Facility,31917.0,,,47.61194,-122.32177,Seattle,WA,,2828950.5,14.855416706269656,11.205720726029584
2016,NonResidential,Other,1988,1.0,5,45780,34380,11400,"Other - Education, Parking",Other - Education,45780.0,Parking,4500.0,,,47.60865694,-122.3205368,Seattle,WA,,10834087.0,16.198208017744065,10.731624436867817
2016,NonResidential,Medical Office,1963,0.0,3,39115,39115,0,Medical Office,Medical Office,50000.0,,,,,47.60865416,-122.3205904,Seattle,WA,,3735308.5,15.13334123790846,10.574286869432166
2016,NonResidential,Other,1916,1.0,3,38038,38038,0,"Food Service, Office, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,35886.0,Office,1184.0,Food Service,436.0,47.60901,-122.32994,Seattle,WA,,1107290.625,13.917427614214988,10.546367228196017
2016,NonResidential,Worship Facility,1962,1.0,3,37796,37796,0,"Parking, Worship Facility",Worship Facility,53000.0,Parking,17600.0,,,47.60821,-122.3296,Seattle,WA,,2465983.5,14.71810167720411,10.53998501337874
2016,Nonresidential COS,Small- and Mid-Sized Office,1993,1.0,1,27744,27744,0,"Data Center, Office, Other",Office,18380.0,Other,6060.0,Data Center,3304.0,47.66256,-122.36483,Seattle,WA,,5355753.0,15.493682054940038,10.230810922760002
2016,NonResidential,Warehouse,1960,1.0,1,36444,36444,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36444.0,,,,,47.66388,-122.36831,Seattle,WA,,161311.0938,11.991096238364037,10.503559553816311
2016,NonResidential,Warehouse,1950,1.0,1,27553,27553,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,27553.0,,,,,47.65907,-122.36783,Seattle,WA,,966677.125,13.781620859666615,10.223902994604543
2016,NonResidential,Distribution Center,1951,3.0,1,57310,57310,0,Distribution Center,Distribution Center,57310.0,,,,,47.6583,-122.36638,Seattle,WA,,1253745.5,14.04164682662926,10.956247856355338
2016,NonResidential,Mixed Use Property,1920,1.0,2,25920,25920,0,"Office, Other, Other - Services, Residence Hall/Dormitory, Restaurant",Office,10109.0,Other - Services,7016.0,Restaurant,3609.0,47.62296,-122.33884,Seattle,WA,,989079.5,13.804531002641264,10.162808729968926
2016,NonResidential,Restaurant,1919,1.0,3,40686,40686,0,Restaurant,Restaurant,40686.0,,,,,47.62354,-122.33808,Seattle,WA,,2106073.5,14.560336346169082,10.613663910088937
2016,NonResidential,Retail Store,1964,1.0,2,45271,45271,0,Retail Store,Retail Store,45271.0,,,,,47.62399,-122.33804,Seattle,WA,,2553763.5,14.75307910302247,10.72044401882236
2016,NonResidential,Small- and Mid-Sized Office,1920,1.0,3,28380,16200,12180,Office,Office,28380.0,,,,,47.62437,-122.33802,Seattle,WA,,1372213.375,14.131936325062208,10.253475186175006
2016,NonResidential,Large Office,2009,1.0,5,508160,508160,0,"Food Service, Office, Parking",Office,329850.0,Parking,162894.0,Food Service,11846.0,47.62296,-122.3362,Seattle,WA,,28053172.0,17.14961230296505,13.138553605483049
2016,NonResidential,Small- and Mid-Sized Office,1926,1.0,3,26176,26176,0,Office,Office,23730.0,,,,,47.62353,-122.33622,Seattle,WA,,966907.375,13.781859018136474,10.172636441606745
2016,NonResidential,Small- and Mid-Sized Office,1926,1.0,1,37740,37740,0,"Office, Parking",Office,37481.0,Parking,0.0,,,47.62799,-122.33132,Seattle,WA,,7442314.5,15.822692581507685,10.53850231565682
2016,Nonresidential COS,Other,1961,1.0,1,26000,26000,0,Other,Other,49847.0,,,,,47.62208,-122.35398,Seattle,WA,,5277482.5,15.478959932219384,10.165890277802454
2016,NonResidential,Worship Facility,2009,1.0,3,23241,23241,0,Worship Facility,Worship Facility,23241.0,,,,,47.61876,-122.3534,Seattle,WA,,739210.5,13.513339356547904,10.05371626578282
2016,NonResidential,Other,1962,1.0,1,155795,155795,0,Other,Other,155795.0,,,,,47.61974,-122.3511,Seattle,WA,,17673018.0,16.687549684257647,11.956302738148256
2016,Nonresidential COS,Other,2002,1.0,1,21018,21018,0,Other,Other,21018.0,,,,,47.62208,-122.35398,Seattle,WA,,1761137.5,14.381471032880883,9.95318206955998
2016,Nonresidential COS,Other,1998,1.0,1,30533,30533,0,Museum,Museum,28631.0,,,,,47.62208,-122.35398,Seattle,WA,,5903015.0,15.590973964705348,10.326596095816887
2016,NonResidential,Other,1961,1.0,2,33971,33971,0,Other - Recreation,Other - Recreation,50000.0,,,,,47.62049,-122.3493,Seattle,WA,,17686444.0,16.68830908494569,10.4332919348999
2016,Nonresidential COS,Other,1992,1.0,2,40600,40600,0,Other,Other,33000.0,,,,,47.62082,-122.35251,Seattle,WA,,2485521.0,14.725993255815451,10.611547975828367
2016,NonResidential,Small- and Mid-Sized Office,1999,1.0,4,38038,38038,0,"Office, Parking",Office,38038.0,Parking,19600.0,,,47.62055,-122.33881,Seattle,WA,,2003807.75,14.510560302501029,10.546367228196017
2016,NonResidential,Small- and Mid-Sized Office,2007,1.0,4,64596,40000,24596,"Office, Parking",Office,41591.0,Parking,21350.0,,,47.62028,-122.33717,Seattle,WA,,2524228.25,14.741446326569337,11.075923249063855
2016,NonResidential,Small- and Mid-Sized Office,1928,1.0,3,41466,35404,6062,"Laboratory, Office, Parking",Office,35404.0,Laboratory,5000.0,Parking,1250.0,47.62038,-122.33759,Seattle,WA,,9190442.0,16.033674697740253,10.632653209172004
2016,NonResidential,Large Office,2013,1.0,6,130710,29910,100800,"Bank Branch, Office, Parking, Restaurant",Office,120548.0,Parking,88960.0,Bank Branch,5436.0,47.62004,-122.33807,Seattle,WA,201720162015,7429423.0,15.820958890135673,11.780744058274394
2016,NonResidential,Small- and Mid-Sized Office,1926,1.0,4,35780,35780,0,"Office, Parking, Retail Store",Office,22341.0,Retail Store,8214.0,Parking,5225.0,47.62054,-122.33807,Seattle,WA,,1912760.75,14.464058698063075,10.48517230524678
2016,NonResidential,Mixed Use Property,1964,1.0,4,25132,17824,7308,"Office, Parking, Restaurant",Office,8061.0,Parking,8000.0,Restaurant,2095.0,47.6223,-122.35653,Seattle,WA,,564754.1875,13.244147619768365,10.13193700264052
2016,Nonresidential COS,Other,1966,1.0,1,49680,49680,0,Other,Other,49680.0,,,,,47.60192,-122.33282,Seattle,WA,,2844685.0,14.860963250382913,10.813377845229256
2016,Nonresidential COS,Other,1962,1.0,1,36314,36314,0,Other,Other,36314.0,,,,,47.60219,-122.3313,Seattle,WA,,1832808.75,14.42136072983665,10.499986158040269
2016,NonResidential,Other,1916,1.0,2,25920,25920,0,"Other - Entertainment/Public Assembly, Restaurant, Retail Store",Other - Entertainment/Public Assembly,11888.0,Restaurant,4329.0,Retail Store,4029.0,47.60849,-122.33924,Seattle,WA,,1257774.625,14.044855341829187,10.162808729968926
2016,NonResidential,Small- and Mid-Sized Office,1919,1.0,4,47686,47686,0,"Office, Retail Store",Office,25500.0,Retail Store,8500.0,,,47.60994,-122.33997,Seattle,WA,,2071670.25,14.543866206645772,10.77241410304393
2016,Campus,Mixed Use Property,1900,1.0,2,49280,49280,0,"Food Sales, Office, Restaurant, Retail Store, Self-Storage Facility, Social/Meeting Hall",Retail Store,15614.0,Restaurant,9240.0,Social/Meeting Hall,8199.0,47.60805,-122.33978,Seattle,WA,,5437110.5,15.508758503550665,10.80529389020931
2016,Campus,Low-Rise Multifamily,1942,1.0,4,45500,45500,0,"Bar/Nightclub, Food Sales, Multifamily Housing, Restaurant, Retail Store, Self-Storage Facility",Multifamily Housing,22669.0,Retail Store,10455.0,Restaurant,3668.0,47.60918,-122.34079,Seattle,WA,,3778355.0,15.14479955235544,10.725489582719506
2016,Campus,Restaurant,1912,1.0,2,25380,25380,0,"Food Sales, Office, Restaurant",Restaurant,17114.0,Food Sales,6426.0,Office,1840.0,47.60895,-122.34052,Seattle,WA,,6901554.0,15.747257306496056,10.141756141595408
2016,NonResidential,Small- and Mid-Sized Office,1915,1.0,6,40715,40715,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,20895.0,Retail Store,16260.0,Non-Refrigerated Warehouse,3560.0,47.60836,-122.34157,Seattle,WA,,2827772.75,14.85500029926208,10.61437641457223
2016,NonResidential,Mixed Use Property,1990,1.0,4,82065,47265,34800,"Office, Parking, Retail Store",Parking,36036.0,Office,27594.0,Retail Store,13945.0,47.61113,-122.34556,Seattle,WA,,1717130.875,14.356165942404887,11.315279080554538
2016,NonResidential,Small- and Mid-Sized Office,1910,1.0,4,36160,36160,0,Office,Office,36160.0,,,,,47.61041,-122.34214,Seattle,WA,,1862176.875,14.43725726125762,10.49573646899098
2016,NonResidential,Mixed Use Property,1918,1.0,1,34617,34617,0,"Food Sales, Manufacturing/Industrial Plant, Office, Other - Entertainment/Public Assembly, Other - Restaurant/Bar, Restaurant, Retail Store, Self-Storage Facility",Other - Restaurant/Bar,6455.0,Office,5813.0,Manufacturing/Industrial Plant,5581.0,47.61014,-122.34251,Seattle,WA,,5136604.5,15.451903010705246,10.452129056986344
2016,NonResidential,Small- and Mid-Sized Office,1909,1.0,5,66900,66900,0,Office,Office,68048.0,,,,,47.6123,-122.34611,Seattle,WA,,1634178.25,14.306651248507864,11.110969193687714
2016,NonResidential,Mixed Use Property,1910,1.0,3,29340,29340,0,"Multifamily Housing, Office, Restaurant",Office,12714.0,Multifamily Housing,11592.0,Restaurant,2836.0,47.61252,-122.34565,Seattle,WA,,2160420.0,14.585813668075774,10.286741134279072
2016,NonResidential,Other,1930,0.0,2,22710,22710,0,Food Service,Food Service,22710.0,,,,,47.61341,-122.34597,Seattle,WA,,287763.5,12.569897716278923,10.030604667595592
2016,NonResidential,Small- and Mid-Sized Office,2000,1.0,3,50499,36959,13540,"Office, Parking",Office,36959.0,Parking,13540.0,,,47.6367,-122.3285,Seattle,WA,,3205182.5,14.980279900988116,10.829728615263452
2016,NonResidential,Small- and Mid-Sized Office,1964,1.0,5,54465,44860,9605,"Office, Parking",Office,57972.0,Parking,0.0,,,47.63616,-122.32718,Seattle,WA,,3600571.25,15.096603349127134,10.90533193276294
2016,NonResidential,K-12 School,1930,1.0,2,45960,45960,0,K-12 School,K-12 School,45960.0,,,,,47.63239,-122.32072,Seattle,WA,,4167253.75,15.242768043645109,10.735548489776468
2016,NonResidential,Small- and Mid-Sized Office,1959,1.0,2,21128,21128,0,Office,Office,21128.0,,,,,47.61992,-122.34539,Seattle,WA,,436604.0938,12.98678439000198,9.95840178341352
2016,NonResidential,Mixed Use Property,2008,1.0,4,274442,274442,0,"Hotel, Multifamily Housing, Parking, Retail Store",Hotel,108763.0,Parking,105499.0,Multifamily Housing,58152.0,47.61893,-122.34473,Seattle,WA,,9155568.0,16.029872885989004,12.522498868096196
